,target,format,size,image_file,mask_file,URL
COVID-1147,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1147.png,../data/COVID/masks/COVID-1147.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1148,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1148.png,../data/COVID/masks/COVID-1148.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1149,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1149.png,../data/COVID/masks/COVID-1149.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-115,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-115.png,../data/COVID/masks/COVID-115.png,https://sirm.org/category/senza-categoria/covid-19/
COVID-1150,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1150.png,../data/COVID/masks/COVID-1150.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1151,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1151.png,../data/COVID/masks/COVID-1151.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1152,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1152.png,../data/COVID/masks/COVID-1152.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1153,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1153.png,../data/COVID/masks/COVID-1153.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1154,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1154.png,../data/COVID/masks/COVID-1154.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1155,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1155.png,../data/COVID/masks/COVID-1155.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1156,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1156.png,../data/COVID/masks/COVID-1156.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1157,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1157.png,../data/COVID/masks/COVID-1157.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1158,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1158.png,../data/COVID/masks/COVID-1158.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1159,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1159.png,../data/COVID/masks/COVID-1159.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-116,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-116.png,../data/COVID/masks/COVID-116.png,https://sirm.org/category/senza-categoria/covid-19/
COVID-1160,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1160.png,../data/COVID/masks/COVID-1160.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1161,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1161.png,../data/COVID/masks/COVID-1161.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1162,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1162.png,../data/COVID/masks/COVID-1162.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1163,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1163.png,../data/COVID/masks/COVID-1163.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1164,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1164.png,../data/COVID/masks/COVID-1164.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1165,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1165.png,../data/COVID/masks/COVID-1165.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1166,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1166.png,../data/COVID/masks/COVID-1166.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1167,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1167.png,../data/COVID/masks/COVID-1167.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1168,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1168.png,../data/COVID/masks/COVID-1168.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1169,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1169.png,../data/COVID/masks/COVID-1169.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-117,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-117.png,../data/COVID/masks/COVID-117.png,https://sirm.org/category/senza-categoria/covid-19/
COVID-1170,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1170.png,../data/COVID/masks/COVID-1170.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1171,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1171.png,../data/COVID/masks/COVID-1171.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1172,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1172.png,../data/COVID/masks/COVID-1172.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1173,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1173.png,../data/COVID/masks/COVID-1173.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1174,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1174.png,../data/COVID/masks/COVID-1174.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1175,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1175.png,../data/COVID/masks/COVID-1175.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1176,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1176.png,../data/COVID/masks/COVID-1176.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1177,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1177.png,../data/COVID/masks/COVID-1177.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1178,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1178.png,../data/COVID/masks/COVID-1178.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1179,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1179.png,../data/COVID/masks/COVID-1179.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-118,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-118.png,../data/COVID/masks/COVID-118.png,https://sirm.org/category/senza-categoria/covid-19/
COVID-1180,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1180.png,../data/COVID/masks/COVID-1180.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1181,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1181.png,../data/COVID/masks/COVID-1181.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1182,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1182.png,../data/COVID/masks/COVID-1182.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1183,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1183.png,../data/COVID/masks/COVID-1183.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1184,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1184.png,../data/COVID/masks/COVID-1184.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1185,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1185.png,../data/COVID/masks/COVID-1185.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1186,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1186.png,../data/COVID/masks/COVID-1186.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1187,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1187.png,../data/COVID/masks/COVID-1187.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1188,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1188.png,../data/COVID/masks/COVID-1188.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1189,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1189.png,../data/COVID/masks/COVID-1189.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-119,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-119.png,../data/COVID/masks/COVID-119.png,https://sirm.org/category/senza-categoria/covid-19/
COVID-1190,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1190.png,../data/COVID/masks/COVID-1190.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1191,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1191.png,../data/COVID/masks/COVID-1191.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1192,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1192.png,../data/COVID/masks/COVID-1192.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1193,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1193.png,../data/COVID/masks/COVID-1193.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1194,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1194.png,../data/COVID/masks/COVID-1194.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1195,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1195.png,../data/COVID/masks/COVID-1195.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1196,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1196.png,../data/COVID/masks/COVID-1196.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1197,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1197.png,../data/COVID/masks/COVID-1197.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1198,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1198.png,../data/COVID/masks/COVID-1198.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1199,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1199.png,../data/COVID/masks/COVID-1199.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-12,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-12.png,../data/COVID/masks/COVID-12.png,https://sirm.org/category/senza-categoria/covid-19/
COVID-120,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-120.png,../data/COVID/masks/COVID-120.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-1200,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1200.png,../data/COVID/masks/COVID-1200.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1201,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1201.png,../data/COVID/masks/COVID-1201.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1202,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1202.png,../data/COVID/masks/COVID-1202.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1203,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1203.png,../data/COVID/masks/COVID-1203.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1204,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1204.png,../data/COVID/masks/COVID-1204.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1205,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1205.png,../data/COVID/masks/COVID-1205.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1206,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1206.png,../data/COVID/masks/COVID-1206.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1207,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1207.png,../data/COVID/masks/COVID-1207.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1208,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1208.png,../data/COVID/masks/COVID-1208.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1209,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1209.png,../data/COVID/masks/COVID-1209.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-121,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-121.png,../data/COVID/masks/COVID-121.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-1210,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1210.png,../data/COVID/masks/COVID-1210.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1211,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1211.png,../data/COVID/masks/COVID-1211.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1212,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1212.png,../data/COVID/masks/COVID-1212.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1213,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1213.png,../data/COVID/masks/COVID-1213.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1214,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1214.png,../data/COVID/masks/COVID-1214.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1215,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1215.png,../data/COVID/masks/COVID-1215.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1216,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1216.png,../data/COVID/masks/COVID-1216.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1217,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1217.png,../data/COVID/masks/COVID-1217.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1218,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1218.png,../data/COVID/masks/COVID-1218.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1219,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1219.png,../data/COVID/masks/COVID-1219.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-122,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-122.png,../data/COVID/masks/COVID-122.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-1220,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1220.png,../data/COVID/masks/COVID-1220.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1221,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1221.png,../data/COVID/masks/COVID-1221.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1222,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1222.png,../data/COVID/masks/COVID-1222.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1223,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1223.png,../data/COVID/masks/COVID-1223.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1224,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1224.png,../data/COVID/masks/COVID-1224.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1225,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1225.png,../data/COVID/masks/COVID-1225.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1226,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1226.png,../data/COVID/masks/COVID-1226.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1227,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1227.png,../data/COVID/masks/COVID-1227.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1228,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1228.png,../data/COVID/masks/COVID-1228.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1229,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1229.png,../data/COVID/masks/COVID-1229.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-123,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-123.png,../data/COVID/masks/COVID-123.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-1230,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1230.png,../data/COVID/masks/COVID-1230.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1231,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1231.png,../data/COVID/masks/COVID-1231.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1232,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1232.png,../data/COVID/masks/COVID-1232.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1233,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1233.png,../data/COVID/masks/COVID-1233.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1234,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1234.png,../data/COVID/masks/COVID-1234.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1235,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1235.png,../data/COVID/masks/COVID-1235.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1236,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1236.png,../data/COVID/masks/COVID-1236.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1237,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1237.png,../data/COVID/masks/COVID-1237.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1238,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1238.png,../data/COVID/masks/COVID-1238.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-1239,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-1239.png,../data/COVID/masks/COVID-1239.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-124,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-124.png,../data/COVID/masks/COVID-124.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
